,[FORMULA],Ġ,C,2,9,H,6,1,F,6,NN,b,O,1,1,P,2,Ġ,S,M,I,L,E,S,:,Ġ,[,H,H,],.,[,H,],C,([,H,],)([,H,],),C,([,H,],)([,H,],),OP,(=,O,)(,OC,([,H,],)([,H,],),C,([,H,],)([,H,],)[,H,],),OC,([,H,],)([,H,],),C,([,H,],)([,H,],)[,H,],.,[,H,],C,([,H,],)([,H,],),C,([,H,],)([,H,],),OP,(=,O,)(,OC,([,H,],)([,H,],),C,([,H,],)([,H,],)[,H,],),OC,([,H,],)([,H,],),C,([,H,],)([,H,],)[,H,],.,[,H,],C,([,H,],),C,([,H,],)([,H,],),C,(,F,)(,F,),F,.,[,H,],C,([,H,],),C,([,H,],)([,H,],),C,(,F,),C,(,F,),F,.,[,H,],C,([,H,],),C,([,H,],)([,H,],),C,([,H,],)([,H,],),C,([,H,],)([,H,],),C,([,H,],)([,H,],),C,([,H,],)([,H,],),OC,(=,O,),C
[FORMULA],0.00390398,0.0066032046,0.008189781,0.0029272942,0.0042886646,0.0020495765,0.0,0.0,0.00262465,0.0039631,0.0058187773,0.0032988875,0.003753619,0.009339331,0.00452614,0.00497342,0.0070842043,0.0040768157,0.011348197,0.0028847265,0.00781856,0.00880783,0.008786352,0.0063937977,0.005096336,0.0056260005,0.013332328,0.005320092,0.0034054755,0.0023921062,0.0048933276,0.0029301543,0.0032185377,0.0015186602,0.0063285716,0.0022820064,0.0073736035,0.0012461696,0.007238051,0.0015002345,0.0020326336,0.0037737475,0.0030338885,0.0015706978,0.0038885819,0.0013780376,0.0,0.0024554185,0.0014197001,0.0021406086,0.0032908435,0.003878508,0.0,0.004995324,0.004495854,0.0027932434,0.0066843037,0.0,0.004917879,0.003128666,0.0,0.004939538,0.004630647,0.0025001818,0.004661841,0.0,0.0043096566,0.0025694899,0.003121418,0.0028566925,0.0,0.004293641,0.005735563,0.0039159716,0.0,0.0032099057,0.003217752,0.0041783378,0.002920156,0.0026796858,0.0042506177,0.006896486,0.0069675664,0.0,0.0,0.004820404,0.003272017,0.0035202317,0.0049831434,0.0033880607,0.00310091,0.008051008,0.0038430733,0.006081672,0.0021374754,0.005390694,0.0033520644,0.004496403,0.0023315644,0.004925088,0.0037016887,0.0026679358,0.0046442333,0.006390677,0.0025161027,0.0069505754,0.002188164,0.0036566656,0.0020696898,0.0027586801,0.0061413543,0.005833001,0.004181654,0.003554343,0.004915478,0.004223464,0.0069607655,0.008416809,0.0044148206,0.006153361,0.0029265794,0.0,0.0038176342,0.0048522847,0.0043246765,0.009407987,0.0019652923,0.00593789,0.0032976796,0.0044337227,0.0,0.0059031993,0.0034311381,0.0061518587,0.0068662465,0.0038287223,0.003989797,0.0045761396,0.0057257693,0.0016983291,0.0037791068,0.0039304593,0.007769087,0.00520066,0.0037468667,0.002683614,0.0038940446,0.003639298,0.0042526936,0.0050087576,0.0,0.00216056,0.007008511,0.0034966762,0.0040100603,0.0038623558,0.0,0.0029409043,0.004402443,0.0027252093,0.004792243,0.003333295,0.00553067,0.008799232,0.005138816,0.006390677,0.0,0.002389771,0.008816434,0.0049190796,0.0029828441,0.0018863153,0.004125627,0.0029538567,0.0,0.0,0.00438635,0.0036457453,0.0035264678,0.0013098064,0.0,0.0033541112,0.006475487,0.0026783778,0.005864415,0.0,0.0032700205,0.0,0.0,0.00863747,0.0054078307,0.002749267,0.0059465948,0.0040304265,0.0026738043,0.0015783858,0.005075228,0.002845555,0.0,0.0020207586,0.003682422,0.0062091965,0.0029618002,0.003481131,0.003369295,0.0030253823,0.006648498,0.003747667,0.003300096,0.0,0.0045968555,0.006356444,0.003938924,0.003601952,0.003036482,0.0062762573,0.002650407,0.0,0.010881529,0.0038279,0.0031282846,0.0036050312,0.004187273,0.0052555446,0.0035301286,0.0025588477,0.0058544013,0.0057034465,0.0032509165,0.0,0.003265234,0.007750143,0.0026163328,0.0032185377,0.0043751197,0.006580673,0.003152435,0.0036189202,0.004473409,0.004474501,0.004432099,0.004501895,0.0056369994,0.004308605,0.00444836,0.0027033417,0.00581026,0.0036701933,0.0022532186,0.0,0.0036224558,0.003515293,0.0,0.0,0.008946532,0.0029344496
Ġ,0.014064258,0.018361172,0.014299695,0.0038647177,0.0023862207,0.002078252,0.0026413056,0.0,0.0029293748,0.00413436,0.0036536853,0.0016970484,0.0057719597,0.0,0.005099958,0.0062807174,0.0065837433,0.0,0.015613389,0.002451172,0.0065436824,0.00759822,0.01273084,0.0,0.005420931,0.0,0.009085002,0.0023320825,0.0033552665,0.0017758883,0.0035586066,0.004333895,0.0,0.002934385,0.0017170528,0.0006167347,0.0026207508,0.0011059092,0.0026092592,0.0013431315,0.0045030327,0.0022133684,0.0027938643,0.0014353519,0.0025413595,0.0016012506,0.004303714,0.004809132,0.002976232,0.0040946812,0.01025953,0.0,0.00343819,0.010611076,0.010244512,0.0048655234,0.004502483,0.0032791425,0.0031450633,0.0024428086,0.0016658505,0.0024108146,0.0023173261,0.0012828773,0.002588954,0.002821282,0.0053381906,0.0,0.0,0.0027788982,0.0045770174,0.0037613914,0.002576343,0.003386539,0.008207615,0.0022350892,0.0,0.006607898,0.0043104175,0.0046690004,0.0032117954,0.0027344802,0.0028910083,0.002172679,0.0030993284,0.0043476727,0.002735148,0.0033923318,0.0056073656,0.01043637,0.003972336,0.0072893184,0.0035847663,0.001480915,0.0020231826,0.0,0.0020610725,0.0030587367,0.004146743,0.004200876,0.003178254,0.0036756047,0.0039522643,0.0041325935,0.0014867111,0.0,0.0030617248,0.003597479,0.0,0.0049614874,0.0068409974,0.0027145252,0.0,0.003972094,0.0,0.0034272955,0.00663538,0.005482823,0.0044123665,0.008139768,0.0035952837,0.0040944316,0.007018632,0.0032528297,0.0023838917,0.010324861,0.0026986664,0.006108323,0.0019647693,0.006503864,0.0028041143,0.010135052,0.00806854,0.0020792673,0.003661722,0.0067794793,0.004488045,0.0023595723,0.0030512777,0.0031335664,0.004912371,0.005046083,0.004003736,0.0023538189,0.0038015507,0.0038590608,0.0029668012,0.0066483524,0.003914333,0.0035253149,0.012994616,0.0031114586,0.0051361946,0.0015718141,0.0061337277,0.0049949097,0.0033642894,0.0027224899,0.0035430028,0.0,0.0033470849,0.0018197786,0.0028281782,0.0050707823,0.0,0.002634865,0.0034512258,0.0025600414,0.0049469727,0.0022068936,0.0016432302,0.0015249429,0.005280508,0.004201133,0.0030819736,0.0022992925,0.008588917,0.0047778264,0.0064516743,0.0008817078,0.0031228745,0.002045033,0.0071378667,0.0029660768,0.0062654037,0.0029422764,0.0,0.004102937,0.0012929391,0.0030069072,0.004733417,0.003384886,0.0,0.0026685288,0.0024691909,0.0012954668,0.008891898,0.0023446418,0.0025351623,0.0,0.0056610103,0.0061053415,0.005546775,0.0033024412,0.0023173261,0.0043998277,0.005103072,0.0023815648,0.0023060385,0.0027816135,0.004100684,0.0020610725,0.0019136411,0.0046957214,0.0034732027,0.0041051917,0.0038633023,0.0052579963,0.0028741185,0.004254288,0.0017153767,0.004750493,0.005083177,0.0077556516,0.0036443311,0.00131844,0.0036287939,0.004285431,0.0017178914,0.008732697,0.003628351,0.0,0.0039660376,0.004014993,0.005741041,0.0050202776,0.002243837,0.003743527,0.0026868328,0.0031243998,0.0039893445,0.0,0.003952505,0.0036545773,0.0016059489,0.002755927,0.0021950721,0.0051311813,0.0021078899,0.002218779,0.0027224899,0.0030076418,0.0059073954,0.0042607845,0.009737271,0.0055190837
C,0.0042414907,0.047416832,0.024551531,0.00044617752,0.0062318947,0.0024179087,0.0032537016,0.0040089055,0.0040211584,0.0015818367,0.002584871,0.0026393945,0.0032093243,0.01477537,0.009111736,0.008530477,0.0027221807,0.0061894394,0.009201154,0.008711477,0.0073861177,0.0,0.012381506,0.031834155,0.018298678,0.0040889727,0.011597321,0.0069014477,0.0035845782,0.0029500336,0.001329441,0.0,0.003859565,0.0011963673,0.00044443805,5.9447397e-05,0.00033877167,0.00090306543,0.00039068615,0.0015414257,0.00371851,0.0012636158,0.0049964776,0.00041023598,0.000938123,0.001083999,0.000951037,0.0029424813,0.0067382846,0.0016691218,0.013948117,0.0054368824,0.013826063,0.0142649505,0.0,0.0,0.002505037,0.003416777,0.0022438564,0.002528385,0.0015294302,0.0,0.0,0.0006883592,0.0029851722,0.006389032,0.0021022551,0.0041838964,0.0035555977,0.0009745414,0.0062318947,0.002275856,0.0012605345,0.005038125,0.0058144396,0.00086255313,0.0041114953,0.0,0.0055563105,0.0055535985,0.00090394786,0.010284696,0.00056955626,0.0011304878,0.005205672,0.0,0.0031486438,0.0055373516,0.0014809277,0.007858643,0.0036539398,0.001891363,0.005176523,0.0014954609,0.0027515804,0.0,0.0002054754,0.0014729948,0.0052400995,0.0010044951,0.0029552602,0.005451503,0.0016529012,0.009929406,0.0003367925,0.0,0.0031723701,0.0008908029,0.0013497175,0.0031615456,0.0,0.009948819,0.0039840257,0.012142025,0.0152891185,0.00793189,0.011131274,0.0011917033,0.0046674735,0.0036983648,0.002318478,0.0038234573,0.0016642389,0.0,0.0010850581,0.001426282,0.00343434,0.0013932422,0.0031158566,0.0070067067,0.0020641116,0.0060964567,0.00816372,0.0010599229,0.009014379,0.007912548,0.0017254722,0.002932441,0.0017724384,0.0027075987,0.0024143695,0.003862864,0.012812016,0.0005922448,0.0018224617,0.0045582387,0.0,0.003379651,0.0035307284,0.0025123865,0.0,0.003515139,0.0022531888,0.004759531,0.0069014477,0.0037536265,0.0,0.0009726398,0.0021605315,0.0,0.0021764138,0.0062166983,0.0010882417,0.0030568966,0.003170628,0.0007508641,0.0014241942,0.0024716246,0.0021416256,0.00249101,0.00065940764,0.0029500336,0.0023201765,0.010446657,0.0031810952,0.0071693654,0.0047734957,0.008239809,0.0038846163,0.002469815,0.00072776247,0.0006212737,0.0017863398,0.002323578,0.0022280258,0.0054475116,0.00047821144,0.001733918,0.0027633617,0.0015965803,0.003488849,0.0073501416,0.0,0.0024607868,0.000544537,0.003991815,0.0019580822,0.0058801067,0.00076343375,0.0028371932,0.005641055,0.0069896225,0.005685298,0.0087498445,0.002010889,0.0029543585,0.0015227238,0.0004958065,0.0012010498,0.0028643366,0.0027640364,0.006174346,0.00039683853,0.00054294395,0.004004504,0.0016028291,0.0016772916,0.0,0.0014881764,0.005635548,0.00084174954,0.0,0.005923332,0.002188135,0.0026368182,0.0028695858,0.0014158738,0.0,0.00036273978,0.0,0.005177787,0.0018367557,0.0035352567,0.0020757348,0.0041135037,0.007183382,0.0009074857,0.00056955626,0.0019015488,0.003135411,0.0047467663,0.004382545,0.00066005194,0.005671435,0.00063290884,0.0009986267,0.004076513,0.0015656996,0.002100203,0.0034575807,0.0016658651,0.0,0.009456219,0.012774535,0.012887308,0.0
2,0.006410865,0.03266853,0.012171626,0.0008356016,0.018741649,0.002140044,0.0025606721,0.0,0.003916373,0.0048244298,0.0064202636,0.0,0.0016336339,0.0033593723,0.004709797,0.0,0.0040879482,0.01492756,0.019317698,0.0,0.0,0.013380978,0.004739788,0.005908851,0.006521368,0.0013776742,0.0091562765,0.007314292,0.00058562704,0.0014939916,0.0009797835,0.0018295832,0.0042007575,0.0,0.0008421553,0.00092673494,0.0036041902,0.0016020364,0.0015219708,0.019795125,0.0,0.0052018273,0.02134102,0.0051954812,0.0036667062,0.0049069882,0.0026966964,0.01064743,0.007927967,0.005252875,0.018129585,0.008480585,0.0,0.0061023748,0.009214583,0.02125782,0.008381784,0.0038128293,0.0019248909,0.0,0.0031331908,0.0,0.0066564884,0.0037522637,0.008468172,0.0034371489,0.0,0.009232598,0.0023955654,0.0,0.0,0.0015672194,0.0,0.004230346,0.0038792603,0.002755933,0.002390891,0.0025826464,0.011947869,0.0028608236,0.0017279906,0.0044684093,0.0016920877,0.0063176416,0.0020772426,0.0016328363,0.0,0.0014881669,0.0017475061,0.00440881,0.0023178973,0.0011957757,0.0040682843,0.0016748259,0.0018904275,0.0,0.000937659,0.0028538478,0.0,0.0007608239,0.0066597387,0.0014932621,0.00091593823,0.0033105214,0.0013018106,0.0018233402,0.0014311561,0.0023229953,0.004216684,0.00088343356,0.00087228895,0.010689102,0.0043686302,0.019186093,0.003937585,0.0,0.0,0.0027238254,0.0019230122,0.00108983,0.0046486794,0.0,0.00081385707,0.0032715532,0.0015950117,0.0,0.0019523415,0.0021886553,0.0035023743,0.0013444467,0.0020863907,0.0,0.0011911137,0.001073982,0.0054982505,0.008171644,0.0047218855,0.0032176885,0.0016577402,0.0043846574,0.0,0.0008290989,0.005406404,0.0011310326,0.0030249534,0.0015725852,0.0037611774,0.0032200462,0.0023207285,0.001809151,0.0,0.0,0.0017028626,0.008961659,0.0045421016,0.0014823651,0.0014137923,0.0010069441,0.0032532343,0.0019314814,0.0012063317,0.0060874945,0.0,0.0059931166,0.0018376409,0.0018144589,0.0073644635,0.0019201974,0.0015710501,0.003614765,0.00053217914,0.0014360562,0.0045277085,0.0072538294,0.0065118223,0.0044656824,0.010041484,0.0044645923,0.0027938706,0.002330949,0.0009079232,0.0015324105,0.002737158,0.0024422174,0.0020212121,0.002755933,0.0,0.0049527236,0.0017237769,0.0008405121,0.00834503,0.0016272648,0.0017637936,0.0,0.0,0.0035959503,0.0,0.0066175987,0.00092945393,0.0012277244,0.0075354264,0.0040954407,0.004867613,0.013512292,0.0048303227,0.0017078588,0.0011037539,0.00066425087,0.0050467094,0.0022925714,0.0013817162,0.0022736199,0.0015116022,0.0026966964,0.0018304766,0.001317156,0.0028706186,0.0014969124,0.0012051542,0.0034081114,0.0017012006,0.0,0.0024535726,0.0,0.005647909,0.0018457342,0.00093949214,0.006184868,0.001127724,0.003156609,0.0020261528,0.0021161446,0.0029016214,0.0013236031,0.0,0.004028994,0.0016161788,0.0017458004,0.0016225044,0.0018638474,0.007646621,0.0014096561,0.0013107402,0.004946681,0.001758634,0.0017162184,0.003135869,0.0012803769,0.0022504255,0.0017715618,0.0020711655,0.00401917,0.0063423677,0.015643949,0.004165778,0.005613541
9,0.0,0.009507215,0.030272933,0.00035175367,0.008480701,0.004858182,0.015074257,0.0040130964,0.005361785,0.0024167458,0.003646725,0.004058543,0.0067746234,0.0018794086,0.0021727134,0.004096246,0.0042923046,0.00875418,0.02176223,0.005953822,0.0038100898,0.008163778,0.010985566,0.011490311,0.009282446,0.00355736,0.041459087,0.0050062817,0.0059961253,0.0129062915,0.0024179264,0.006540591,0.004380705,0.0035905163,0.00058907655,0.00036576597,0.0017509463,0.0013563336,0.0003970352,0.00936439,0.0026188735,0.0020370928,0.0068244236,0.00056485215,0.001732238,0.0020450654,0.0006089641,0.0043490017,0.0,0.0014131215,0.0039828382,0.0031814096,0.0054144035,0.0022482597,0.0019419099,0.004371623,0.006087577,0.002378697,0.0,0.0042242114,0.0017045496,0.00090704934,0.0036224339,0.0,0.0,0.007172919,0.0019773121,0.0064297626,0.007357375,0.0,0.0014007558,0.0044559417,0.002061105,0.0,0.0,0.0066728494,0.0048706513,0.0014297786,0.010502993,0.005502354,0.001580304,0.005233745,0.00074031204,0.0051362757,0.003893664,0.0041972264,0.011017797,0.0032051879,0.0012544037,0.0015279483,0.004073309,0.0010450275,0.0068244236,0.0030899334,0.002782337,0.0015926986,0.00028765426,0.0054542045,0.0043225386,0.0007683007,0.003808985,0.005419693,0.0017246424,0.0030275802,0.0005765556,0.0042651454,0.0030442574,0.0013184608,0.006347101,0.0035654025,0.0011399189,0.00575376,0.010289794,0.0047329143,0.002288129,0.002625916,0.0069352784,0.0023162316,0.008435273,0.0011635376,0.005934955,0.006511911,0.0007345509,0.0,0.0008571013,0.0037979584,0.0046720672,0.0007077918,0.010299847,0.00491965,0.0037024573,0.0,0.0022069283,0.002725193,0.002389173,0.0032322984,0.0054555363,0.009591142,0.0028027901,0.004600757,0.0019542756,0.0021048377,0.008076551,0.00088690326,0.0031775283,0.0037055092,0.0037844214,0.00705482,0.0,0.003497295,0.0,0.003077887,0.0018520788,0.006222817,0.0020915193,0.0046629515,0.0025701015,0.00070159824,0.0059829643,0.008547217,0.0020711937,0.0025167018,0.0016201515,0.008056858,0.0035688863,0.0032334824,0.004253966,0.0034340501,0.0016440587,0.0020540722,0.00053114793,0.0022914833,0.0022892463,0.0021141078,0.0022504563,0.01081525,0.0035898588,0.0,0.0010268184,0.0057048043,0.0011005399,0.0009294667,0.0024584027,0.0024656155,0.0019400144,0.004396508,0.0007446626,0.006279284,0.004471198,0.0,0.012351402,0.004688636,0.0010228151,0.0032315094,0.0006425664,0.0031065743,0.0014494607,0.0049709617,0.00062706874,0.00202717,0.001733084,0.0051125055,0.0049034622,0.020364022,0.0029697467,0.005586275,0.001411742,0.0011388063,0.005745338,0.0068947608,0.0014522943,0.0030187238,0.0006760396,0.002142164,0.0,0.0020113944,0.007847197,0.002988658,0.003215769,0.006689161,0.001010899,0.002361915,0.0030771357,0.0007957917,0.006225857,0.0064707063,0.0013275045,0.0064675477,0.00047518898,0.006831092,0.0091608735,0.0,0.004012729,0.0034900452,0.0021929638,0.004244629,0.0014860086,0.00183229,0.0062319394,0.0021568579,0.009018848,0.006546981,0.0008895053,0.0037220565,0.0012667136,0.0,0.007418702,0.0,0.0051854146,0.0058258492,0.0032047962,0.0046629515,0.0,0.008455891,0.0,0.0062471735
H,0.00252572,0.002078869,0.0057357387,0.0026033511,0.018533282,0.007254195,0.013976,0.0,0.001444568,0.0051843394,0.0017656059,0.0015811339,0.0046121725,0.0070930747,0.0009022237,0.0005825194,0.0031895952,0.0070619727,0.0015718967,0.0016146826,0.0021871629,0.0,0.004860733,0.0,0.008652509,0.0049072355,0.004980864,0.00498573,0.018335259,0.018972786,0.010694863,0.0,0.0,0.009530805,0.0062382575,0.0012835714,0.0018287819,0.002784308,0.0008685078,0.0016233786,0.0034501436,0.0011767214,0.0010455762,0.00018930114,0.00038842068,0.0,0.0016570142,0.0005934288,0.0009660561,0.0007054026,0.001246512,0.0,0.0007479697,0.0005607508,0.0011888494,0.0,0.0010263548,0.005797685,0.0036476383,0.0010819314,0.0040081036,0.003842341,0.001485338,0.0010435361,0.0,0.0046121725,0.0027756542,0.0,0.0040891524,0.0047737057,0.0020977329,0.00933734,0.0055647003,0.0022037788,0.0033378764,0.0022140252,0.006314875,0.009103242,0.0022809622,0.0074371095,0.008132251,0.0052301055,0.0018946811,0.0012538375,0.004721547,0.005783548,0.0028118032,0.0050617717,0.0050125807,0.0,0.0051014717,0.008728892,0.0056440583,0.0028229803,0.0068180137,0.011023583,0.0018951439,0.0022335704,0.01238205,0.006008069,0.0015749697,0.004141397,0.009300936,0.0,0.0019226397,0.0037100585,0.004477917,0.003136841,0.003173381,0.0051490203,0.0,0.0,0.003595912,0.0023895532,0.004688237,0.0015065203,0.0025393225,0.0029315858,0.009988197,0.0069899303,0.001972563,0.009138871,0.007100005,0.0056550917,0.0019943537,0.0018721505,0.0059817233,0.006386194,0.0,0.0060878005,0.0037901665,0.0019160793,0.0,0.00526598,0.0,0.003740983,0.0010630793,0.0,0.005419892,0.0035323927,0.011175332,0.0029902272,0.0036811866,0.002802551,0.0025505063,0.0045362357,0.005169173,0.0037657241,0.006040425,0.00408217,0.0018039492,0.0036503107,0.0036713139,0.0014354273,0.0032318255,0.0,0.006705758,0.0030040385,0.0017205002,0.0,0.0037460097,0.0021059434,0.0014319272,0.0056220535,0.005317658,0.0052377726,0.004447411,0.004675662,0.0,0.00265567,0.0031859963,0.0041302894,0.0,0.0031195618,0.0028816473,0.0043560695,0.0050346577,0.0048666704,0.0037836947,0.0031010527,0.0035722863,0.0017196601,0.0026991377,0.0064049307,0.0,0.0037127768,0.0032339962,0.0028559081,0.0059846453,0.004382738,0.007669443,0.006458318,0.0031940762,0.004235469,0.0018172105,0.0021292076,0.0028190205,0.0028898371,0.0031862876,0.004210724,0.0021893,0.0028510317,0.005049429,0.0021141858,0.00295201,0.0055484213,0.00851005,0.0030613255,0.002976162,0.0044074175,0.0044279094,0.0032349832,0.0013757269,0.0013690259,0.006771565,0.009549436,0.00434757,0.0,0.006699213,0.0028070023,0.002943868,0.001734841,0.0066017946,0.0,0.0014788249,0.0037100585,0.0059004985,0.005783548,0.0025871946,0.00345225,0.0044866716,0.0072861435,0.0043380274,0.0066730953,0.008029662,0.0032251258,0.0014221721,0.0023568177,0.0066698375,0.007079235,0.002347056,0.009058902,0.0042261723,0.0044615488,0.0020895547,0.0019410333,0.005886111,0.005874626,0.002990045,0.0044387328,0.005361982,0.0019486303,0.008353604,0.002231935,0.0056247995,0.00526598
6,0.0037267744,0.0075614476,0.013033153,0.0,0.0007367176,0.009595977,0.0072469614,0.0,0.011660045,0.0055890908,0.006502481,0.005175377,0.007006868,0.0030805662,0.0046499507,0.01108813,0.0029031236,0.0013107785,0.011240766,0.006000612,0.009005786,0.004325444,0.0030011344,0.009857171,0.010736493,0.0037013849,0.012995025,0.0046403115,0.02911365,0.010209877,0.009129758,0.005478312,0.002600438,0.0053743194,0.0016987599,0.0008613101,0.0010813804,0.002041107,0.0016170155,0.0015787864,0.002619554,0.0007210586,0.0024191448,0.00018500237,0.0013018487,0.001214642,0.0009923306,0.0014339961,0.0029726946,0.0007252958,0.0,0.0,0.0012854257,0.0029865163,0.0,0.0014867578,0.0012361818,0.0025601215,0.00311764,0.0023677254,0.0023094919,0.0033118306,0.006288587,0.001068782,0.0012679711,0.0027132854,0.0020783176,0.0,0.007528291,0.0013763697,0.0049947626,0.00556866,0.003699578,0.0029017064,0.0050014732,0.0014551564,0.004595777,0.0017238272,0.0063596093,0.0043322467,0.0035910106,0.013887272,0.0013790604,0.0013912346,0.0042973193,0.004241976,0.007134607,0.0,0.0,0.0038373382,0.0054502967,0.0035513411,0.004032803,0.0014256182,0.006847896,0.004612075,0.0,0.0016594082,0.00496437,0.0023378565,0.001744999,0.008144,0.002645261,0.0074624144,0.0011807255,0.0,0.0044401293,0.0021058987,0.0,0.005043778,0.005192463,0.004497544,0.005815992,0.0034378786,0.004126737,0.0020935957,0.005175377,0.002015358,0.004760221,0.0036533538,0.0030723042,0.0052229767,0.0032071944,0.0066941665,0.0016178053,0.0025852455,0.004576742,0.0022188486,0.0,0.006368932,0.0076730265,0.0052236146,0.006444007,0.002956771,0.0055199307,0.004200656,0.00094227615,0.0050002527,0.0032864588,0.0033961674,0.0072116614,0.0023781536,0.0,0.002684295,0.002319663,0.003605506,0.0022166828,0.0026221136,0.00515583,0.0,0.007771058,0.0047168387,0.0027526512,0.0,0.0020966644,0.0021791218,0.0024898506,0.002879828,0.0018702835,0.0067220074,0.002590932,0.006200167,0.0016044317,0.002189788,0.0051426296,0.0029748727,0.002044099,0.0034157082,0.0,0.0,0.0021558388,0.007268223,0.0036324535,0.0014651378,0.0041205077,0.011406638,0.005092653,0.008948802,0.0014242267,0.0031768023,0.0,0.0019850822,0.00094873953,0.0030357696,0.0024837796,0.0069625317,0.0014998825,0.0018171718,0.0068562618,0.0027365698,0.0036865047,0.0042584483,0.0014256182,0.00798648,0.0010059907,0.0068999203,0.0057961475,0.0067335055,0.0013723432,0.004249815,0.0045963377,0.01049803,0.0,0.0,0.0026901995,0.0053168964,0.0019629134,0.0,0.0011277569,0.00613392,0.0022825853,0.007027426,0.0009817276,0.00084135786,0.006725291,0.0,0.0032268295,0.006794606,0.005189928,0.009364537,0.0021007638,0.0,0.0065919925,0.0026673097,0.003803759,0.005125083,0.0016472987,0.014797368,0.0,0.0,0.0075910427,0.0017916217,0.0027526512,0.0027885006,0.0029510017,0.0106373485,0.0024179642,0.0017768116,0.004451934,0.003085082,0.0031009396,0.012781068,0.003712245,0.0062213955,0.0033162807,0.0030588324,0.0038291493,0.0017846369,0.0032944924,0.007978684,0.002015358,0.006566292,0.0034488072,0.0037145116,0.00680789,0.004202259
1,0.007994843,0.0,0.0013518215,0.0019515821,0.0065395534,0.0019026541,0.00083446124,0.013706347,0.0077035963,0.0061741658,0.005955785,0.013226396,0.005933652,0.0061052153,0.005575511,0.0032365236,0.0031079783,0.0035659252,0.0006111014,0.006744671,0.01432211,0.007924884,0.014820096,0.011604061,0.009554568,0.009184051,0.0015804394,0.009006416,0.002332319,0.0027642928,0.0030389482,0.008291025,0.005045824,0.0012260488,0.0017996383,0.0035390388,0.003850041,0.0016006315,0.0012962308,0.01195489,0.0017425666,0.0006646411,0.0030123554,0.0041284743,0.0028632036,0.0008719496,0.0012773814,0.008729318,0.0014602408,0.0010095056,0.0,0.0042605666,0.0,0.010747735,0.006415416,0.015024106,0.0053164978,0.0017682804,0.0023713622,0.0060658436,0.0008369096,0.0016627688,0.0041491888,0.0071630324,0.008516701,0.0014934102,0.0012094004,0.011931562,0.0018915383,0.001560502,0.0048802933,0.0009832357,0.0,0.0053017135,0.007455652,0.0032207586,0.0011653429,0.001503654,0.0072510075,0.0008024936,0.0005696091,0.0069477353,0.0,0.0054094163,0.001592835,0.0010840995,0.009170609,0.0,0.0010294162,0.0025046577,0.00093546533,0.0013115103,0.009006416,0.0021081036,0.0005298981,0.0012798788,0.0029082927,0.004610146,0.0020164838,0.0010631311,0.0,0.0013974594,0.001015438,0.0105295675,0.0058249254,0.0036167786,0.0010174232,0.0011607996,0.007554595,0.0012094004,0.0011653429,0.005845226,0.014189853,0.020118669,0.012431119,0.006622296,0.0062874914,0.0,0.0011506419,0.0,0.007453832,0.0011339097,0.0,0.0043931296,0.009809846,0.0034961,0.0014502929,0.0004958525,0.0053001363,0.00069382234,0.0,0.0025578015,0.0015408163,0.0013531422,0.013928992,0.007175284,0.0057944306,0.0009120123,0.0019458729,0.0054755188,0.0,0.0018989415,0.012286291,0.0053580725,0.00558181,0.0013413015,0.0020362723,0.0064138495,0.00069789967,0.0,0.0047710254,0.0009880483,0.0011976474,0.0,0.0045815343,0.00071235973,0.0012811292,0.004073409,0.003847222,0.001300034,0.000999695,0.007686688,0.0056464006,0.006971523,0.0005309341,0.0,0.006374044,0.00074800616,0.00089875015,0.008230521,0.0,0.0062874914,0.0023141685,0.010071943,0.0016741741,0.0,0.004023005,0.003426806,0.0039173593,0.0010114792,0.00081274635,0.0056295386,0.0054905787,0.00048247768,0.00044102035,0.0045525446,0.0,0.0,0.0007429103,0.0012874,0.007940376,0.0005026783,0.00083039666,0.0042470656,0.0025816418,0.009829024,0.0024169527,0.009077054,0.0049323984,0.0096483305,0.006412284,0.011379619,0.0035912618,0.008218474,0.0032531598,0.0007762857,0.00096799195,0.002666194,0.0055058477,0.0013518215,0.0008567563,0.006152347,0.0031125343,0.0,0.0008952462,0.0017256322,0.0074520125,0.0011472759,0.0,0.004996331,0.004421644,0.0048904316,0.0,0.0008601096,0.0055942596,0.0013947329,0.00043503178,0.0,0.0031677303,0.0087421145,0.0013624239,0.0012392902,0.005998834,0.00087793055,0.0012236565,0.00914378,0.0031308252,0.0035615752,0.0014745707,0.00096421817,0.008750656,0.0020273435,0.0006028033,0.0067950813,0.0,0.0017579496,0.0008040624,0.0,0.0072016087,0.0011185126,0.0020482386,0.009006416,0.011530637,0.010879736,0.01243719,0.007088227
